0.00s:  you
567.00s:  So when you take a look at JP Morgan, it tends to be a little more robust compared to the other is just because the business unit is so big.
578.00s:  And this look at this 4.5 4.3 3 3.7.
582.00s:  This is the same thing.
583.00s:  So we're seeing really, really.
586.00s:  Just elevated ball on a relative basis, which is absolutely nuts.
592.00s:  Interesting.
594.00s:  So that's what we have coming up from a market perspective.
599.00s:  Now I want to pivot over to our focus topic.
604.00s:  Now we have a few on the list for today.
607.00s:  I've had one that's been queued a couple times that's gotten pushed.
611.00s:  So I am completely open to what we want to cover from this list.
615.00s:  We can also add stuff to this list.
618.00s:  I'll give you all a few moments to digest it.
622.00s:  Just like when Bill Cosby spikes a drink, it probably takes a few moments for the drugs to be digested before you pass out.
629.00s:  That also could be ditty.
631.00s:  I think either one of those, but one of them includes a lot of baby oil.
636.00s:  One of them probably doesn't.
638.00s:  And I don't know what's more disrespectful.
640.00s:  But the I actually don't know what's more disrespectful like a ton of baby oil or no baby oil.
649.00s:  Because the problem with the ton of baby oil is that you got to get it off at some point.
652.00s:  And that's just like really, really annoying.
655.00s:  And no baby oil.
658.00s:  That's kind of like ripping and tearing.
660.00s:  I don't know about that.
663.00s:  I probably take the.
665.00s:  I probably take the baby oil.
670.00s:  Yeah, I know about that.
674.00s:  So which of these do we want to take a look at?
676.00s:  Customizing your trading workspace, self-assessing proficiency, exploring market themes that might be topical for now, managing risk and volatile markets that starting to become topical now, building an efficient process, managing FOMO in missed opportunities.
691.00s:  That's a really fun conversation.
693.00s:  Risk premiums and scanning for them.
695.00s:  How does they focused while you're trading, building trading discipline.
699.00s:  You all know your boy is about some discipline.
702.00s:  I think that's solid understanding IV.
705.00s:  That would be maybe we move this one to be honest.
708.00s:  I think understanding IV might be better suited for the outlier options trading basics, which I actually think is coming up soon.
718.00s:  Pricing.
721.00s:  Is there not one about volatility?
724.00s:  Yo, that's not it.
729.00s:  That's not it at all.
732.00s:  So option pricing is fine.
734.00s:  All this stuff is fine, but this absolutely needs to be volatility.
744.00s:  So then we'll do volatility impact on options, types and trading.
756.00s:  And then I'll figure out your guys's homework. That's crazy.
759.00s:  I'm sorry about that. I left y'all out to dry on that.
763.00s:  I can't believe that I wouldn't have had a standalone thing for options volatility. That's straight trash.
770.00s:  Let's see.
773.00s:  Travel says, managing risk. Lauren says volatile market.
777.00s:  James says trading m a's moving averages is that mergers and acquisitions.
784.00s:  See, this is the thing with questions m a's very different than m and a's.
790.00s:  Tommy says anything about risk breaking the wall says, can we go over the quantum stocks based on Nvidia CEO's is not viable for 15 years.
799.00s:  Probably not during the stream today because I wanted to get through a focus topic, but we can definitely talk about that one on the Wednesday stream, if you'd like, we'll have like the full hour.
809.00s:  But the I mean, overall summary for that is I don't think that's any new news.
814.00s:  And I think Zalke even talked a little bit about that on his time on the Rogan podcast.
818.00s:  And I don't I don't know. I don't think that that's a shock to anybody.
823.00s:  I think people started to dog pile in just because attempting to front run, but anybody that has spent any amount of time taking a look at quantum computing, it definitely is it is literally in its infancy.
837.00s:  It's going to take a while before that comes into play.
840.00s:  I think it was Jensen that had a really, really, really cool, a really, really cool statement that he made during the keynote speech, which is that
852.00s:  that was it a GI.
856.00s:  I think he was saying that.
859.00s:  Damn, I don't want to mess it up.
862.00s:  It was something is about to have its chat GPT moment.
865.00s:  I think it might have been robotics like general robotics is about to have its chat GPT moment, which should like that shows really what seems to be the bell of the ball at the moment, which I don't think quantum computing will be the case for a little while.
880.00s:  Scott says, bro, if I move to DC, we can't chat anymore. Why not?
884.00s:  DC DC still let you on the internet.
888.00s:  DC's not like Russia.
890.00s:  Be all right.
893.00s:  Robotics. Okay, cool. Yeah, thank you guys. That's what I thought because he spent a while talking about robotics.
899.00s:  Okay, cool. So it looks like Tommy's anything risk travel says managing risk and Lawrence's volatile market, which is kind of about risk.
908.00s:  So I think we do this one.
913.00s:  So this will be on 13 Jan and then this will be on YouTube.
917.00s:  So let's talk about managing risk and we could talk about it in volatile markets and then also, you know, just in general, it's not limited to volatile markets.
926.00s:  And this is good because I already have a really nice spot to draw and just express myself.
936.00s:  I'm really known for being very expressive. It's a big thing about me.
940.00s:  I don't know if you guys can tell, but I'm being completely sarcastic.
943.00s:  I am the standard kind of dude that will bottle everything up just like Bill Burr talks about, you know, like shove it down on your chest.
953.00s:  And then just proudly die of a stroke at like 45. That's probably the case.
958.00s:  Okay, so let's take a look at managing risk and whether it's volatile markets or not, this will apply to all of it.
967.00s:  And there are a few key things that will apply to everything.
974.00s:  So we'll start with the basics, managing risk.
979.00s:  So the first thing, the first thing is let's talk about what levers we have to manage risk.
991.00s:  The reason why this is important is because we need to know the tools that are at our disposal in order to successfully manage risk.
1001.00s:  This is literally what will dictate what we do.
1005.00s:  So I have, as you probably would guess, I have a bunch of videos that talk about managing risk.
1016.00s:  This one, this one, this one, and this one.
1034.00s:  So literally all of those videos will go much deeper into detail on managing risk.
1039.00s:  But there are a few things we can do to manage our risk.
1044.00s:  The very first one, this is the easiest one. You guys should know what this one is. What is the first one?
1049.00s:  What is the very first way that you can manage risk in a trade portfolio? David has it sizing size matters size matters a lot.
1061.00s:  And if we think about how impactful size matters, just think of it from the context of Diddy who is very selective with who went to his parties and then who hung out at those parties and it probably had to do it size.
1079.00s:  So first one sizing.
1086.00s:  So this is the first one and the most important one is because you can't risk what's not out there.
1095.00s:  It literally is as simple as that. If I have a hundred thousand dollars and I put on ten dollars of trades, that's it.
1107.00s:  That's the only that's all I can lose is what I throw into the markets.
1113.00s:  Now, if we have short premium strategies, that's where the risk profile starts to get really, really confusing because it's undefined risk.
1128.00s:  So sizing in those instances becomes even more important. So this is your this is your first line in the sand.
1135.00s:  The second line in the sand, what else can we think of if the next one, this isn't necessarily in order from here on out, but sizing hands down the most important one.
1147.00s:  Now, what's the next one that we can think of here?
1154.00s:  David says Delta's that's not so much it sector risk getting closer to something I could use here.
1163.00s:  There's a specific specific series of terms that I think we'd go.
1169.00s:  Rointitie says define stop loss plan. I love that. I literally love that. So defined exits.
1181.00s:  The other one that you all are kind of dancing around is correlation.
1194.00s:  So when we're talking about diversity, when we're talking about event risk, those kinds of things that well, not event risk necessarily that's I'm thinking of it from a broader market perspective, but correlation, the relationship between underlines.
1210.00s:  So these components here operate at generally portfolio level.
1221.00s:  And there are more that fit into here like you guys are talking about there's things like beta weighted Delta's.
1233.00s:  As a way to manage risk via controlling sizing and stuff. Now let's talk about it from a position standpoint sizing is still number one from a position perspective.
1245.00s:  Defined exits is still number two.
1252.00s:  Play this works is you would have I call them circuit breakers at the portfolio level.
1261.00s:  If I have a broad drawdown across the portfolio, even if my individual trades are not necessarily hitting their risk exit points, it means I need to start closing things.
1277.00s:  So this is like a portfolio circuit breaker.
1285.00s:  This is for individual trades down here.
1291.00s:  So on an individual trade where should I be getting out that's defined here.
1297.00s:  The other thing that especially with individual trades and I think you guys already hit it.
1305.00s:  Yep, event risk that's correct.
1311.00s:  Which that also applies up here.
1317.00s:  So we manage event risk is by knowing what's coming up in position the portfolio in a way that can survive the move of the event from a individual trade perspective.
1333.00s:  We decide what we want to put on when and if it makes sense to hold something through earnings or not.
1342.00s:  That's event risk little bit different.
1346.00s:  So also from an individual ticker to manage risk.
1351.00s:  Or is impatient night. There's liquidity.
1359.00s:  Volatility this really impacts options.
1368.00s:  From an individual trade perspective.
1374.00s:  I think this covers most of them. What else would I would consider.
1379.00s:  Oh.
1381.00s:  So this is the end of the week.
1386.00s:  The reason why Greeks matter so much here is because you start to create things like.
1401.00s:  Positive or negative depending on your position.
1406.00s:  The other thing that matters here is something like gamma.
1411.00s:  You can start ramping your gammas really really fast.
1415.00s:  So let's talk about putting all of this together in the symphony.
1421.00s:  First thing from we start at the portfolio level.
1427.00s:  And to manage risk at the portfolio level we come up first.
1449.00s:  With these two evaluations.
1452.00s:  We need to evaluate the overall economy and then we need to evaluate the stock market.
1457.00s:  Why do we have to evaluate the economy? That sounds kind of lame.
1462.00s:  The reason why you have to evaluate the economy is because the economy is literally a direct representation of productivity of businesses.
1467.00s:  So if the economy for example is contracting.
1470.00s:  That's you need to know that.
1472.00s:  Because that's going to be reflected in the businesses.
1476.00s:  And just as people that walk into a room with diddy how certain parts of their body might contract.
1483.00s:  You should probably contract certain elements of your portfolio based on what these two things are doing.
1491.00s:  So say for example we've been talking about this now.
1495.00s:  With the current market condition and the way that everything is flowing market breath.
1503.00s:  The economy how sensitive we are to interest rates.
1506.00s:  The prevalence of no rate cuts all of those things combined.
1509.00s:  They lead to a slightly restrictive market.
1513.00s:  So that's why somebody like me I'm playing it pretty defensive.
1517.00s:  I don't have a bunch of stuff out right now.
1519.00s:  I do have a handful of things.
1521.00s:  But even the things that I have out like for example the leverage coverage triangles.
1525.00s:  Those are still less than 50% utilized.
1527.00s:  And it's because of this reason.
1529.00s:  It's because of at the portfolio level.
1532.00s:  I am determining how much money should be used.
1538.00s:  Money used.
1544.00s:  Then I make sure that the individual positions.
1548.00s:  Support this objective.
1552.00s:  So at the trade level.
1557.00s:  If we know at the portfolio level that we're scaling risk down.
1568.00s:  This can happen in a few different ways.
1570.00s:  This can be number of positions.
1572.00s:  Decreasing.
1574.00s:  This can be size of positions.
1578.00s:  Decreasing.
1579.00s:  This could be stops.
1582.00s:  Being tighter.
1585.00s:  And then we also need to become more mindful about correlation.
1597.00s:  And then from the individual trade level.
1608.00s:  We're going to have this flow through impact.
1612.00s:  Meaning we're going to have fewer positions.
1618.00s:  Using less money.
1626.00s:  And these right out of the gate.
1628.00s:  These will get you pretty close.
1630.00s:  These will get you pretty close to not getting ran over in a market condition.
1635.00s:  Meaning things start to change pretty rapidly.
1639.00s:  Now it's all in balance.
1642.00s:  Because if you go too far, you take off too much risk.
1645.00s:  Then you can't really make any money.
1647.00s:  So you have to strike a balance when you're managing portfolio.
1652.00s:  And then trade level risk.
1654.00s:  You still have to maintain something.
1656.00s:  But one of the things that I will remind you of.
1661.00s:  Is from a trader's perspective.
1663.00s:  You have some advantages.
1668.00s:  So let's say.
1671.00s:  That you're trading something like.
1674.00s:  He triple cues.
1676.00s:  And T triple cues is rolling over here.
1679.00s:  If I'm applying a moving average, which is my typical, I'm not doing it this year.
1684.00s:  But typically speaking, if we got a close below this 200 a.m.A. I'm out.
1688.00s:  I'm not going to do it this year because I'm trading something slightly differently with it.
1692.00s:  And it's also a really small overall allocation and then really small utilization.
1697.00s:  But let's say that I'm using this 200 a.m.A. as a stop.
1702.00s:  Well, if we get a big move below the 200 a.m.A.
1706.00s:  Or as we approach the 200 a.m.A.
1708.00s:  I definitely would lighten up risk.
1710.00s:  The other thing that I would do is if I'm using a complete rotation approach.
1715.00s:  And I get out as it rolls below the 200 a.m.A.
1718.00s:  That doesn't mean that I can't get back in as it comes back above the 200 a.m.A.
1722.00s:  So the point is one of the ways that you can save yourself a lot of pain as a trader in markets is side stepping bigger market moves.
1731.00s:  Now that's one approach.
1733.00s:  Now if you're applying something, travel says isn't scaling in extra puts basically dollar cost averaging.
1740.00s:  Yeah, I think you could look at it that way.
1742.00s:  A little bit different because the probability of being assigned is not 100%.
1749.00s:  So the concept of dollar cost averaging is that it is a loosely used in the term, but it's a religious purchasing.
1756.00s:  It's very consistent and it's it's just every single time.
1760.00s:  So whether it's high or low, it doesn't matter.
1762.00s:  It's every single time that those underlines, whatever it is being purchased.
1767.00s:  So with puts it's I wouldn't exactly call it DCAing because you might not get assigned on those puts.
1773.00s:  And again, that would be contrary to a DCA approach.
1777.00s:  But in effect, it could be viewed that way for sure.
1781.00s:  So.
1786.00s:  There's nothing wrong with dollar cost averaging.
1789.00s:  There's nothing wrong with value averaging, value averaging combined with dollar cost averaging is actually super, super effective.
1796.00s:  But one of the big issues people have with dollar cost averaging is they start dollar cost averaging into things that are doing really poorly because they're upset because they don't want to see it do really poorly.
1807.00s:  That's terrible.
1809.00s:  That's bad, bad, bad business.
1811.00s:  Don't do that.
1812.00s:  But if dollar cost averaging, value averaging or combination thereof is part of your strategy or your approach that's different.
1818.00s:  It's completely okay.
1819.00s:  There's nothing wrong, especially in something like teachable cues.
1822.00s:  It's absolutely nothing wrong with buying into it as it goes down understanding that it is very possible it will continue to go down and it will look uglier as it goes down.
1832.00s:  But if the broader thesis is still intact, meaning you think that this is a strong series of companies and even though it's levered that the underlying sector that it's tied to will eventually recover, then it can still in net network out.
1847.00s:  So that's the business pitch on managing risk.
1852.00s:  There are two distinct levels to managing risk at the portfolio level and then at the individual trade level, they should symbiotically support one another.
1862.00s:  The portfolio level stuff is to guide the decisions you make at the trade level and the trade level needs to be made in the context of the portfolio level.
1876.00s:  So by creating that symbiotic relationship, portfolio management and risk management becomes honestly pretty easy because as long as you're managing the relationships between things, how different positions behave, you can decrease overall risk in a million different ways.
1893.00s:  You can add a bunch of different names, you can diversify a lot, you can diversify too much, you can trade different strategies that benefit from different market, you can trade different days to expiration.
1904.00s:  So that in case things start collapsing up front, you can worry about what's collapsing up front and then the stuff that's a little further out in time still has some time to work in case there's a recovery, that kind of stuff.
1916.00s:  A travel says for sizing for specific underlines, should we use some percentage of trading portfolio, it's a great question.
1923.00s:  The way that I think about sizing in that way is sizing based off of risk, not sizing based off of amount of portfolio.
1932.00s:  That will be different if you have a very small portfolio, you have to divvy up the amount of in the portfolio very carefully.
1939.00s:  So here's what I mean, if we're trading something, let me give rid of all this.
1947.00s:  And for those that are hanging out now is the perfect time to throw in any questions you want before we wrap up.
1960.00s:  So for sizing individual trades, I like to size them in the context of the risk.
1965.00s:  So let's say that we're trading really anything, let's say that we're going to trade city for its upcoming upcoming earnings release.
1974.00s:  What I do is I would say how much money am I comfortable losing in this individual strategy in this one individual position and that will be based on the performance of the strategy.
1985.00s:  So you'll come up with whatever that number is, maybe you're comfortable risking half a percent of the portfolio, common for larger portfolios for small portfolios, you might have to look at something like one to 3%.
1996.00s:  Ideally not too much at 3% because you can't you can't deal with too many of those.
2001.00s:  So from a larger portfolio perspective, if we have a hundred thousand dollars, for example, and on that hundred thousand dollar portfolio, we can decide how much risk we want to have out at a given point in time.
2015.00s:  And if we say I want to use no more than a percent, it means we can lose up to a thousand dollars.
2020.00s:  So then I build a position that fits that idea based on the strategy and based on what might happen.
2028.00s:  So I would figure out what the average move is for earnings and all that kind of stuff give it a nice big padding because you never know when the biggest move is going to happen.
2037.00s:  And then I would size off of that. So let's figure out where there is like a really big earnings move for context.
2044.00s:  This looks like a pretty big one. This looks like a bigger one and this looks like a big one.
2049.00s:  So let's do this. Let's use this one and the stock move from 6357 to 68 five points.
2063.00s:  So the stock had a five dollar move. So what I can do is I can say, okay, I want to trade earnings. I'm going to come in here. I'm going to sell a strangle.
2071.00s:  I want my strangle to be 30 delta strangles. Let's find that here here. And then I say to myself, how much, how much, like, how much of my will and a risk? What would make sense here?
2085.00s:  Well, what I can do is I can say, well, what's a five point move off of this spot price right now is 72.
2092.00s:  So maybe I forecast an even bigger move. Let's say I price it so that it's at 65. The reason is I'm giving myself a buffer because we never know when a bigger move is likely to happen.
2105.00s:  This comes in at 459. So then I can say, well, maybe I do two of these that comes in at 919 that's under my 1% risk threshold using a conservative estimation.
2119.00s:  Now that doesn't mean that this can go above that. This could be a $2,000 loss potentially. So the other thing I have to vet is if there is just a massive move that we've not seen before in the underlying.
2132.00s:  It's not am I comfortable with it? I'm not comfortable. It would suck. What I survive.
2138.00s:  So then I would say again, using something like this is a context and let's say the biggest move that we saw over that last time frame.
2146.00s:  What was what like five points? So what if it moves three times that amount? What if it goes 15 points from 72 and let's say it goes like 55 ish.
2159.00s:  $3,000 loss. Huge move. Uncomfortable. Don't like it. Would survive on a hundred thousand dollar account. So even considering of really big potential move. This is okay.
2173.00s:  Again, I wouldn't want a bunch of these. This is too much risk. But we're trading a naked strategy around earnings. We have to prepare for a really big move at some point.
2183.00s:  And we're not preparing for the big move in the context of I'm going to size the trade so that this giant move makes sense because it won't because it's not priced and because it's super rare.
2194.00s:  But I'm sizing the trade so that I don't have a problem if this happens.
2200.00s:  Problem being going in solvents or experiencing too big of a drawdown on the individual position. So this is the approach with a larger account.
2208.00s:  And then you can figure out the number of positions you want to have on and make sure that the risk across the makes sense with the larger account. You really don't worry that much.
2216.00s:  Honestly about how much of the total portfolio you're using at a given point in time and individual trades because the risk typically is going to be realized.
2224.00s:  Meaning the risk will be the constraining factor not the amount of money. The inverse for small accounts.
2230.00s:  So if I have a $5,000 account and I'm looking to eyeball this same strategy in my $5,000 account. I say I can only lose 1%.
2241.00s:  Well, shit. You don't have a lot of money to work with here. This clearly ain't happening.
2250.00s:  Even this first trade, even when it was at a one lot. Clearly ain't happening.
2257.00s:  So then when you're trading a smaller account, you do have to be judicious about how much money you're using.
2262.00s:  And a lot of that will reflect more so in the product or the security selection.
2269.00s:  Meaning you don't get to trade $72 stocks with a $5,000 account unless you use spreads.
2277.00s:  So you all know I do not advocate for spreads. I don't like them, but they have a purpose. I'm going to pop the door for real quick.
2287.00s:  Okay.
2302.00s:  Okay. So if we instead look at a vertical spread here instead of our naked.
2312.00s:  Strangle and we turn this into an iron condor.
2318.00s:  So in this trade comparatively, the max we lose is guess what 49 bucks max we make is 51 bucks.
2329.00s:  So what does that tell us? This fits. So by applying a vertical spread, this trade will fit the portfolio. Now again, you're going to sacrifice a bunch of performance doing this.
2340.00s:  That's the nature of a small account. You don't get to have everything. The market doesn't care. And it's not going to give you concessions because you're a small account.
2349.00s:  That's the beautiful thing about the market. It is indifferent. And this is one of the ways that you could make this make sense because now we're within the risk tolerance of that really small portfolio.
2364.00s:  The other thing is this would use a lot less money. It's going to take again, what 50 bucks. So then you have the ability to put on a lot more trades. That's generally going to serve you better.
2377.00s:  So for smaller accounts, you have to take into account how much money you're using on individual positions, but then also make sure that it still falls within the risk control parameters.
2388.00s:  It's a balance between both. It's like the same thing with accounts when you look at percentages versus gross dollar amounts.
2395.00s:  In smaller accounts, it makes a lot of sense to focus on percentages because if you have a $5,000 account, you have a 10% return.
2405.00s:  It's a decent return, but it's only $500. It doesn't really mean much. It's not that moving. $500. But as your account grows, if you have a $5,000,000 account, that 10% is now $500,000.
2421.00s:  That's not bad. So the percentage and gross numbers matter and they have to be taken contextually because the other thing I can tell you that I don't really care about is if I make a $5,000 return on a trade, but I make $6.
2437.00s:  Doesn't really fucking matter. So small accounts when it comes to sizing have to keep into context both of those components, how much dollar of the portfolio with the dollar amount is that I'm using, but then also.
2455.00s:  What's the risk and does it fit in with the broader risk portfolio parameters? That's how I size trades. I don't size trades by saying I should put 5% of my portfolio in each individual trade I size it off of the risk.
2469.00s:  Now, one of the other ways you can choose to size positions is when you have defined strategies. And this is a completely different methodology when you have defined strategies with defined performance metrics.
2481.00s:  Then you can use a continuous Kelly sizing, a continuous Kelly sizing sizing formula allows you to apply the Kelly criterion for sizing. Maybe you do half Kelly quarter Kelly, third Kelly, but it's in a continuous outcome system, meaning it's nondiscreet Kelly sizing in general is made for sports betting or something like that. You make the money you lose the money or gambling with if you play blackjack you make the money you lose the money.
2512.00s:  Completely different in trading because there's a range of outcomes and continuous Kelly accounts for that, but continuous Kelly is much better served when you're looking to size individual trades that are part of a broader strategy that you have really good metrics around.
2531.00s:  That's absolutely another way to consider sizing your positions. Now, the thing to know about Kelly though is Kelly criterion is focused around the optimal growth. That's different than things like consistency and performance or having no losing quarters or whatever other metrics you might care about.
2557.00s:  If you look at Kelly Kelly criterion for sizing trades only cares about optimal growth. That means that you typically are going to take bet sizes that are super uncomfortable and they do have blowout risk.
2572.00s:  What Kelly criterion is not super interested in is total consumption of staying power. How likely can you stay in the game? Kelly criterion is optimizing for growth. So it's a slightly different slide. Different formula.
2587.00s:  Cool. Super fun conversation risk risk management and trading is such a a slept on thing that nobody really, really cares or likes because it's the ugly part of trading.
2599.00s:  But it is one of the most important things you genuinely could consider as a trader in trading is having a solid, solid understanding of managing risk in your portfolio.
2613.00s:  Because if you don't have that, I tell people all the time that the overwhelming amount of traders focused on the wrong thing, which is how much money did I return, how much money can I make in an exp period of time, which is fine, but it's the wrong focus.
2634.00s:  The true hallmark of his successful trader is staying power. How long can you be in the game? And you can have people that are flash in the pan that come out of the gate super fast. They have great years, they crush it for two years and then they fucking blow up in their third year. That sucks.
2657.00s:  So a trader that has a more modest return, but is able to consistently achieve that return time and time and time again year in and year out is going to fare better than the trader that has massive crazy up years, but then eventually blows out like literally the quintessential tortoise and the hair.
2676.00s:  Okay, off of the soap box smile up drones says could you take a look at AMD any possible support levels sure we'll take a quick.
2690.00s:  Fuck.
2692.00s:  Done look good.
2704.00s:  Figure out our dinner order.
2707.00s:  Well, one is there's no amount of levels or anything that matter right now because that has earnings coming up.
2725.00s:  But next stop looks to be something down here.
2737.00s:  And the reason why down here is just because it's where literally I can find any semblance of a reference volume note. Yeah, it's like down here and that yeah, it's literally notice how well that lines up with these broader time frames.
2753.00s:  But yeah, AMD it really looks like straight trash, which is unfortunate because I think the company is probably fine longer term, but it's really, really important to remember that in the short term.
2769.00s:  What matters the absolute most is sentiment, whatever sentiment is that's where price is going to go and that can be a really frustrating experience because you know, you can have something that looks to be like really, really good company price, you know, unfairly at a given point time or whatever.
2792.00s:  But overall could look fine. It doesn't really matter because sentiment is still going to be the dominant factor. So we're going to do pizza tonight, but I don't know.
2811.00s:  I don't know what we're going to get. And then I saw that there was another question we can hit.
2816.00s:  And then I got to start working on our next video.
2822.00s:  We have a couple videos in the pipeline. I think the next video on the pipeline for you guys to tell you we have a podcast coming out on Wednesday with Joseph Hogue, who is a buddy of mine. I specifically like Joseph Hogue because he is a former ring.
2846.00s:  So that part is super cool. I always enjoy being able to connect with other veterans and stuff like that. And so that's one. And then we have some stuff on 13 options trading lies. You've been told.
2864.00s:  So that'll go through a bunch of stuff. I can guarantee a lot of you will have heard about trading options and that are just straight straight wrong.
2878.00s:  And then after that. Oh, this one will probably be kind of fun. So after that, I have a video that's going to go into options trading for small accounts.
2891.00s:  So I imagine some people will be kind of excited about that one because I hate that topic so much. I still think the best possible things. You know that smaller traders can do is just save and grow the account. But I also know that most of them won't do that and I understand because I definitely wouldn't do that.
2917.00s:  So
2919.00s:  Titi says, yeah, what up, Roin, Titi says, when is the video on options trading from a small account?
2927.00s:  I'm waiting for the editor to get back to me, but that one looks like it should be out this next one's on the 19th. So it should be out the 26th.
2938.00s:  Let me look at the production schedule really quick.
2942.00s:  Yeah, that one, that one should be the 26th.
2947.00s:  And then we have a couple videos to make for that.
2951.00s:  So yeah, hopefully that's at least helpful. But let me take a look at the last question I saw in here somewhere.
2960.00s:  James says, how do we have positive expected value is selling credit spread since you lose more than you make every trade setting a stop will decrease probability profit.
2970.00s:  So you can answer that own question because I can tell by the way that you're framing it, you understand some of the elements of it.
2977.00s:  So you answer it for me. How, how would we do that?
2983.00s:  How do we take a strategy that loses more than you make on every trade? How do we make that profitable?
2995.00s:  Any guesses?
2998.00s:  Because I think you know.
3000.00s:  James, to help you with the answer, consider the expected return formula.
3016.00s:  James says, I've been looking at stops, but I don't know what pop would be, but it's lower. Yep, nope, not stops.
3023.00s:  You're already spreading the trade off. So if you're putting on a vertical spread, for example, there's no reason to put a stop on top of that. Just size the trade the way that you want.
3033.00s:  Because exactly you're already adding multiple legs extra.
3039.00s:  That's not a good approach.
3041.00s:  So what actually matters though is exactly what Joe says.
3050.00s:  If you have more winning trades than losing trades, even though the losing trades are bigger than the wins, if you have more winning trades, it will be profitable.
3062.00s:  So the way to do this is to be good, be good at picking direction so that then you can size things so that you make money. I think I have.
