0.00s:  Yo, what's up? Oh, I forgot to turn this up. All right, there we go. We're back.
278.32s:  That is seen almost like a holy grail, peg less than one. There are literally entire strategies
284.08s:  built around peg less than one. I've traded some of them. So this is now literally a value play.
291.20s:  And I still don't have direct exposure into Nvidia because I'm trading it through cues and stuff
297.60s:  like that. But it starts to look really appealing here. Now if you'll recall when we covered this gap
305.36s:  previously, the drop down, one of the first things I told you guys is with stuff like this,
313.04s:  I prefer to wait and see how it behaves. And I still haven't redrawn this topside alert.
321.60s:  The bottomside alert got triggered because it fell below. But what I'm highlighting is that
327.28s:  Nvidia based sideways and then it fell off a cliff. Now it's again kind of in in no man's land,
337.20s:  which the question is how far down does this feel like going, but there's not a lot of support
342.16s:  and resistance here. So that overall perspective is really interesting to me because I think Nvidia
351.28s:  at this point is just really, really strong. And I still am in favor of waiting to see how it behaves.
361.12s:  But it starts to look more and more interesting. Nvidia literally at this point is becoming
367.04s:  near value play, which is kind of insane actually to even speculate because of how big and how
376.08s:  transformative of a company Nvidia is. So that's looking within the tech sector, but broader tech right
385.12s:  now is looking really, really gross. So let's now take a look. We already did the events that are
393.36s:  coming up this week and all that kind of stuff. So I'm going to skip over that. We did that yesterday.
398.64s:  But I want to continue cruising through a little bit of this grid and see if anything else sticks
403.84s:  out to us again, just to recap what we just talked about. The thing that sticks out to me here is the
408.40s:  divergence between communication services and tech. And then within communication services,
414.16s:  where the strength lies and then within it where the weakness lies, that's the key takeaway from
420.80s:  that section. Now, if we take a look down here and we look at staples, they still don't look good.
428.16s:  Real estate does not look good. Utilities still doesn't look good at an update, but still doesn't
434.64s:  look good. This is even still declining here. We can see interestingly, healthcare is still
441.76s:  rebounding. It looks like it's now not quite, but it's now flirting with this three month point
447.92s:  of control. So that's starting to look strong. My guess is if we look within healthcare, there will be
452.16s:  pockets of very specific strength. And then if we take a look at discretionary discretionary, it's still
457.84s:  massively outpacing staples. Who to thunk it? Not me. Okay. Now over to bar chart. And I want to take a
471.04s:  look at the overall market performance with you all. So big declines on the day we can see we're
477.28s:  rotating down heavy on net new highs and lows, which is not totally surprising. If we take a look at
487.36s:  here, you can see that that's also represented for the NASDAQ in New York Stock Exchange. So net
493.76s:  lows across the board and decelerating gross highs. And then the advanced decline cumulative
500.64s:  average for the New York Stock Exchange, it's above this, it's above the 50 day MA, but it's
506.88s:  negative sloping and the 50 day MA was just starting to turn around. So that's still very much in a
512.40s:  transitory phase is far as I'm concerned. So let's take a look now at overall market performance,
522.32s:  any key divergences here, this materials materials is breaking down, healthcare is breaking down,
529.76s:  financials is breaking down, financials is interesting. And we just talked about healthcare before
534.40s:  too, that healthcare, we think might have some pocketed strength. So let's see what the dealio is
540.96s:  in healthcare. We'll sort it by a five day change.
544.08s:  MHC, MHR is tellapsing.
552.56s:  Oh, oh, oh.
559.56s:  Very interesting.
567.56s:  So interesting.
578.56s:  So here I actually kind of favor this heavily to the downside, but it just it's fallen so far
588.56s:  that it's essentially out of references.
590.56s:  You have to go out three years before you find the next reference area of anything resembling the port and resistance.
599.56s:  Oops, didn't mean to do that.
608.56s:  I mean, the next volume node is right here at 211, but it's a small volume node.
624.56s:  So this might be a continuation fade play.
634.56s:  This is contracting heavy, heavy, heavy, heavy, heavy contraction in the HR and then mRNA coming into earnings,
645.56s:  doing terribly on a five day, ALGN is next.
650.56s:  So then now the question is within healthcare, what's doing well because there are clearly pockets of strength.
655.56s:  So IDXX had really good earnings, ABV, also a good earnings.
665.56s:  So most of this is on reaction to earnings and then obviously VRT expert techs had that great release on that new non opioid
673.56s:  pain drug. So this is leading well into earnings.
677.56s:  My expectation is this will probably continue to drift up.
681.56s:  So this might actually become another upside.
686.56s:  Another upside play actually.
688.56s:  So let's take a look at the options here.
692.56s:  Yeah, people are playing heavy upside 21,000 against 13,000.
696.56s:  How is it positioned for earnings on the 10th?
700.56s:  Let's take a look at the cycle that includes earnings.
704.56s:  Not a lot of exposure there, but double the call side and then on the front side in 21 feb still double the call side.
711.56s:  So this looks like a bullish opportunity.
715.56s:  I have to add this to my list of laundry list of.
720.56s:  This is of your TX.
729.56s:  All right, so now let's circle back a little bit to the conversation I was having earlier with.
739.56s:  With Peruvian bull and I want to talk about it from the perspective of like.
746.56s:  How can we actively profit from what's going on from this trade war and other terrif where I should say so trading the terrif.
757.56s:  Now we can see clearly what the what the goal was.
763.56s:  So if I grab just some general news.
773.56s:  Here.
775.56s:  And we take a peek.
777.56s:  The terrifs went into place on Saturday.
781.56s:  One day there was talk then about retaliation interesting from Canada.
788.56s:  And then today earlier in the day, Mexico said, hey, we'll send 10,000 troops to the border to help secure the border from our side.
798.56s:  Let's sit down and talk and Trump was like, okay.
802.56s:  He put on a 30 day stay for Mexico.
806.56s:  Obviously this stuff with Canada is still on the docket.
811.56s:  Then later today, Canada and I should say Trudeau specifically.
818.56s:  But Trudeau had a conversation with Trump in the morning.
821.56s:  And the reason why I'm highlighting this specifically is because of the two conversation element to it, which is interesting.
826.56s:  The fact that Canada had to have two conversations about this where Trump had one with Mexico as far as we know.
837.56s:  And it looks like he got to an agreement with Mexico pretty fast.
840.56s:  Now with Canada took two calls, but then they also struck a deal.
845.56s:  So here's what this looks like.
849.56s:  And we talked about this a few times. My original expectation here is not that these terrifs were designed from an economic purpose.
856.56s:  Like that's not what it seemed like at all.
859.56s:  This seemed like a really aggressive and honestly slightly advanced negotiation tactic.
867.56s:  And it relies heavily on the US relative position of strength compared to both Mexico and Canada in terms of our trade relationships.
876.56s:  And part of me thinks that Trump is doing a lot of this stuff to try and accelerate as much as it can.
886.56s:  The key items that he's trying to push quickly.
890.56s:  Because by doing it this way, by launching the tariffs first to show that he's not fucking around.
896.56s:  And that now the ball is in your court and the clock is ready taking because this is happening.
901.56s:  It adds a completely different layer of expediency behind everybody's interactions with that thing.
909.56s:  And I think that's also why he agreed to a 30 day thing because realistically if he was trying to be unreasonable, he would say no, you guys have 48 hours, 72 hours, you guys have a week to come back to us.
920.56s:  But the fact that he let it be as far out as a month, that tells me that he wants to try and arrive at a conclusion or an agreement, I should say.
934.56s:  Now what concessions are going to have to be made and all that kind of stuff that I'm still really interested in like for Canada, like what specifically would Canada have to say in order for Trump to be satiated.
947.56s:  One of the things that I posted this in the discord earlier clearly was Trump wanting US banks to be able to operate in Canada.
957.56s:  And that's a that is a fair gripe from the US perspective because inner banking relationships is a really big deal.
964.56s:  And right now Canada does have obviously a complete stranglehold on banking within Canada from domestic companies.
973.56s:  And again, that obviously benefits Canada, but that's something that Trump has identified as an issue that he's willing to fight for.
980.56s:  And this is obviously part of his his agenda with them, but I don't know what else because he hasn't talked about what else is you guys know I've been following this very closely.
990.56s:  And the reason is because this is all highly, highly, tradable, highly tradable stuff that we're seeing right now.
999.56s:  Now the directional moves and stuff like that we already talked about all that ad nauseam yesterday and then I also talked about that on the podcast I did earlier with PB essentially trading the original release of the tariffs was very simple, it's just a directional play.
1013.56s:  Then it was trend following trimming risk adding risk that kind of thing.
1018.56s:  Then as of today when it looked like Mexico was arriving at an agreement that clearly signified that this is not really designed to stay in place.
1027.56s:  And if you remember on what was it? Yeah, yesterday's Sunday when we talked about this I even made the comment that it doesn't look like the futures market is taking this that seriously.
1038.56s:  And we can also see it from a volatility perspective. So my overarching hypothesis here is that the market already saw this and could see most of this price then I think a lot of what we saw was just short term positioning rightfully so depending on how this thing goes now.
1054.56s:  If we extrapolate this out a little bit to where we sit today we already saw the first series of tariffs first series of conversations come down.
1066.56s:  The big question at this point is do the tariffs continue after this 30 day period.
1076.56s:  And to me that's going to be the next really big tradable piece of information related to this whole thing unless there's any in term updates that come out relative to it.
1087.56s:  And if you wonder why I keep looking down it's because I still have my new favorite rubber band that I told you guys about I'm playing a game where I'm hooking it on my pen.
1096.56s:  The clip it's very fun for me to do simple things like this.
1102.56s:  Yeah. So so Mel was walking by and she was going to close the door because when I started recording she wasn't here so I didn't bother closing the door it's really just to be mindful she's walking around for the noise.
1120.56s:  But Thor's laying here in the bed and as she was slowly closing the door he just started grumbling.
1126.56s:  Which is walking hilarious.
1131.56s:  But the big question now my opinion comes down to does this continue so here's the way I'm trading it going forward I am being very very mindful depending on what news comes out between now and the 30 day update.
1146.56s:  And then if the 30 day update comes up and it looks like the tariffs are going back on then sure let's go back on if it looks like that's not the case then I probably wouldn't trade it necessarily to the upside because I don't think that there's going to be a massive upside shock from prices if it is held off and I already have net long delta's in the portfolio now from the model portfolio I've been sharing with you all I did trim a little bit of I bit yesterday.
1175.56s:  And I had a thousand shares at I forgot what the basis was but now I have 800 shares at a basis of 53 74 so I sold 200 shares a big reason for that was literally just to pair off a little bit of near term risk depending on how far crypto currencies continue to move.
1197.56s:  And I'm still 43% utilized but I wanted to add a little more risk in short puts to kind of play the down move.
1207.56s:  So that leads us to where we are now we have about maybe 10 minutes left so I'm happy to talk about whatever you all would like to take a look at obviously volunteer had crack house earnings we can talk about that or really whatever else you all wanted to look at just throw it in the chat.
1226.56s:  And we will start there now as per always I want to give you guys a quick series of updates the live stream schedule for this week is standard every day at 1700 today was a little bit anomalous just because of hop and all with PB.
1241.56s:  But tomorrow we have the pro stream Wednesday will be our case study or I'm sorry our skill development Thursday will be pro stream with the case study that builds off of the skill development Friday will be beginners we're learning about volatility Saturday will be game stop again and then Sunday will be market prep now for the skill development session for this week I haven't fully decided yet what I want to do on between a few things.
1268.56s:  So I'm going to hold off on announcing what it is just yet but I have a few things in the pipeline I want to pick something that's a little more relevant to what's happening in the market right now.
1284.56s:  And now let's take a quick look at the pro workbook really fast I just want to see if there's any questions I need to hit we're clear there and we are clear here so from the pro side of things it looks like the gang is good.
1302.56s:  So we'll kill this one and then.
1306.56s:  Or we already talked about the syllabus for this week what's coming up so now let's get into our q and a we've got we got 2740.
1320.56s:  You and hey, what do you guys got.
1325.56s:  Eli says I don't understand the obsession with game stock what do you see in the stock that I'm missing so I've talked about this actually quite a lot.
1334.56s:  The main thing that I'm very interested in game stop for well there's a few key reasons the first key reason is it literally is like.
1346.56s:  It's kind of like a movie because it has these very very eclectic and strange characters that have abnormal personalities so that's somebody like the cat that somebody like Cohen they do not have like what I would consider to be a good example.
1363.56s:  The normal people incentives and personalities right like most CEOs of most companies take compensation so the fact that he doesn't that tells us that his overall motivation for doing things is slightly different so that's interesting now from the character cast of characters side of things.
1387.56s:  Put aside the main thing that game stop is really interesting from the lens of analyzing and assessing market behavior.
1397.56s:  The reason why that's so interesting is because game stop is a insanely insanely great example of how markets can be manipulated to a pretty significant degree and it puts it on full blast.
1416.56s:  So that's why I'm very interested in game stop not only is the stock itself interesting but the people that are around the stock from again a CEO perspective from big investor perspective or in kitties probably the largest retail trader that exists so.
1436.56s:  For somebody like him to do what he does in that stock is fascinating and then it's also an incredible vector to learn about market structure market microstructure and a lot of the plumbing side of things so that's why.
1453.56s:  I'm confused okay Tommy says trump launched a warning shot do you think that anything to do with RC moving shares I don't think so I don't think the tariffs really had anything to do with it I'm still uncertain with coins perspective on moving those shares I haven't been able to find a good.
1480.56s:  Explanation of it yet to be completely honest but I'm also interested in it now if we think of it from a general perspective why would you move shares of anything not just game stop but why would you move assets from from an entity in L. C. into your personal name well the first reason is you're trying to de conflict what assets that L. L.
1510.56s:  C. holds. That could be for a number of reasons there's essentially no big difference in terms of ownership or ability to leverage the assets the main reason why you would make that changes if you're trying to de conflict the holdings within the L. C.
1526.56s:  You're planning on essentially pulling the L. C. down and you're getting the assets out of it I am curious if that might be the case but yeah I haven't seen anything directly on it.
1540.56s:  Chris says why don't they do anything about market manipulation and GME it's a great question and they don't they don't not do anything they do do stuff but unfortunately it's just not enough so.
1556.56s:  I think I think the reason why you see that is because change takes a long time and there are a lot of things that have to change like for example the the amendment to reg show that came out that now requires entities essentially to show their short holdings like that's actually kind of pertinent here and.
1582.56s:  How well that's adhered to and how big of a deal that is that's honestly a completely different story I'm not exactly super bullish on that to be honest but nonetheless it is something that's at least happening so yeah I generally think the reason is change takes a long time there's a lot of really strong players in place that don't want to see the change made there's probably exceedingly active negative incentives being placed for that change.
1610.56s:  By these large constituents like that.
1616.56s:  Tommy says you think digital services Netflix Microsoft are not terrible by other countries.
1621.56s:  Well the tricky part with something like tariffs is that they impact things in a lot of different ways so for example we can't I don't think we can think of it directly in that context although although they could because a lot of places will use Microsoft infrastructure for things right word and most of that's become cloud based.
1639.56s:  So they definitely could be tariffed but the the main thing I think about anyways is the relationship between all this stuff so if we think of a company here and this company is what's one of the examples you did you didn't have flex.
1658.56s:  So Netflix the primary way Netflix makes money is by the customers well if overall tariffs that are in place over here these are now documents instead of a building these are tariffs.
1674.56s:  And if these tariffs lead to an increase of anything from 500 to $1,000 in monthly spending.
1687.56s:  For consumers that trickles back into this customers budget so as they're looking at their budget.
1702.56s:  For this month they need to figure out what line items are going to come off.
1708.56s:  And typically stuff like this is pretty high on that come off item list especially with the recent price likes in Netflix.
1716.56s:  So even though the tariffs that you see aren't directly being reflected here in something like Netflix even in their current state there's still going to be a trickle down effect that's going to come from the spending capacity and the overall capability that consumers have to spend money.
1737.56s:  So indirect effect but still direct effect for sure now that actually reminds me in a completely strange but different way.
1747.56s:  I wanted to show you all something that I caught earlier today and started trading.
1757.56s:  Was it.
1767.56s:  No.
1780.56s:  Damn it I can't remember the fucking ticker. Oh I think this might be it.
1795.56s:  Yeah so this is a really really interesting ticker so if you take a look it does have options it's really really a liquid which is actually an important point here.
1808.56s:  But I came across this a little while ago and the reason why I didn't really talk about it much is because I actually didn't want to draw too much attention to it but now I'm not really trading it like this but it had some news come out late last year.
1824.56s:  And then I started noticing this really really picky behavior in B. K. E. and this is a really really interesting ticker to keep an eyeball on from a volatility perspective because I've traded this directly for volatility risk premiums but I've also traded this from a short squeeze perspective because it had a couple insanely large moves intraday that I do think were partially fueled by a squeeze and then there's a couple others as I'm going to be able to do that.
1853.56s:  So others actually that came across came across the same scenario this is not it.
1863.56s:  This is not it.
1865.56s:  Damn it there is one other I wanted to show you guys.
1871.56s:  No that's not it.
1878.56s:  I remember it.
1881.56s:  It started with a B as well.
1886.56s:  Don't remember.
1888.56s:  Might have been on one of my other alerts but anyways the broader point that I wanted to highlight for you is that over the last six to nine months I've come across actually quite a few tickers that are showing signs of some short slash gamma squeezing.
1907.56s:  So it's something that I've been trading and paying attention to a little more heavily but this I wouldn't consider this one of them I just don't remember what the ticker was to be honest with you.
1917.56s:  But I did look at it earlier today.
1930.56s:  I don't remember.
1933.56s:  I wish I could have showed you guys this other one.
1938.56s:  But anyways this was one of them.
1941.56s:  Anyways back to Reese recess him's they have high short interest can you tell of price action is shorts covering or natural price discover you can't really tell.
1949.56s:  It's very difficult to directly reflect that.
1953.56s:  This doesn't look like shorts covering now there definitely will be shorts covering in the process of this.
1960.56s:  But the way to think about shorts covering is you're normally going to see really big peaky candles.
1967.56s:  So actually a great example of that is game stop.
1971.56s:  So when there's actually a short squeeze that's on.
1975.56s:  You'll notice that these candles shoot up huge relative to the body and then they come back down or the overall size of the candle itself is absolutely massive on a percentage basis compared to recent price action.
1991.56s:  So for example this candle right here that it did end up closing near the top.
1996.56s:  The high low price is 47 and a half low of 31 so that's literally a 16 point spread.
2005.56s:  So when we look at him's they're definitely are going to be shorts covering in here.
2013.56s:  But it's not like causing a short squeeze there just people that are on the wrong side of the trade that are closing out the positions.
2019.56s:  And the reason being is again take a look at the overall high low spread here highest 39 low is 35.
2025.56s:  So it's a big move but it's nothing like people being forced to close from again like a standard short squeeze or something like that.
2036.56s:  So.
2038.56s:  Re says I found it wild.
2040.56s:  Hems ignored all market sentiment the last couple trading days.
2044.56s:  Yeah well that's the nature of idiosyncratic risk is that there will be things internal to individual names.
2051.56s:  That lead them to do what they want to do we actually looked at a couple of these earlier right meta another prime example meta couldn't have cared less about the whole
2063.56s:  tear of picture it literally showed zero signs of slowing down didn't care.
2069.56s:  Google didn't care at all so this is the nature of idiosyncratic risk is we can find things that become decoupled from the broader market.
2079.56s:  Typically not indefinitely but generally for specific periods of time and again that's just because there's a different risk profile associated with them they have individual news that impacts the name individually so then it can cause them to kind of dance to their own tune for a little bit until that news becomes priced in so yeah good observation.
2102.56s:  Sweet.
2104.56s:  If anybody else says one more we could do one more alright Chris says was there any specific reason Jimmy was trading at 34 just a few weeks ago only to get beaten down a 2589 now nobody knows.
2116.56s:  So the short answer to that question and this isn't meant to be like annoying or anything like that it's just the general answer is that during this period more people are accumulating into it and then from here less people are accumulating which is a lot.
2130.56s:  And then you can see that there's a lot of accumulating which is allowing the sales to kind of push it down pretty heavy.
2137.56s:  That's kind of what this is so the reasons behind it.
2142.56s:  There's tons of them but the interesting thing about the price movement that you see in GameStop is that this hasn't really been news driven by much of anything so that parts been very very interesting to me the price behavior of GameStop on a relative basis
2158.56s:  it's not really being driven down now the gap that you saw today this is sympathetic with the broader market now this is actually a really important level I haven't looked at the stock yet today.
2168.56s:  So this is a really important level that it's budding up against as you can see all these lines have already been on the chart.
2173.56s:  But like this movement here this simply means there were people that started selling and why they started selling it could be people that were deep in profit it could be people that if we zoom out.
2185.56s:  It could be people that bought in over here and they were just so thankful to be able to get the fuck out at close to a break even there's a million different reasons now what I can tell you is that this was broadly supported though meaning we can see the spike in volume as it's going down so this is definitely from an institutional
2204.56s:  element how much of it we don't know but this definitely will be partially will not partially largely driven by institutional offload but even still the offload itself was just very one sided.
2216.56s:  What I mean by that is it's not like this cell volume peaked into something and then you saw volume expand crazily like it did back here it's nothing like that.
2226.56s:  It just means that there were people that were wanting to buy into it so this is very just one side of volume most of the day.
2232.56s:  So yeah a little bit of a different price behavior but the cliff notes version for all that is nobody knows anybody that says they do is full shit the structural reason is because there are less people buying and we can analyze the price movements to come up with some ideas as to why it might be moving the way it is so in this case.
2252.56s:  It looks like there are less buyer stepping in and it looks like there's a slight uptick in selling so now it does look like though that the stock is in a really precarious spot in my opinion so if I take a look at the coverage
2268.56s:  of the sample portfolio our basis is 28.21 which is not good and we're like 78% utilized which is also not good so the cash component of this is a little bit too light but I do have the 25 puts so very likely what would happen in this scenario from my trade which I'll talk about this on the video tomorrow is probably take some of those puts down hopefully at a profit since they've been out for a while.
2296.56s:  And then I will likely buy some of the shares outright and it's just because of where the where the price is currently sitting.
2308.56s:  So yeah really interesting behavior here though no no dots about it sweet all right gang that wraps me up for today I will catch all the outlier pros on the stream tomorrow if you guys need anything hit me up in the discord be an outlier we'll see you all later.
2326.56s:  you
