0.00s:  What up ape outliers? It's kind of a specific class of us, I suppose.
395.00s:  And I think one of you said that you wanted to take a look at his charts.
398.00s:  So completely up to you guys.
401.00s:  Wherever you want to start is where I would like to start.
405.00s:  Dom D says Eric will chew. We have to file a 13 G when he sells. Yeah.
411.00s:  So he will have to provide an update to it.
417.00s:  So if you take a look at the 13 G filing procedures and again, I want to be very, very specific.
425.00s:  This is not my strength area. This is typically your guys' strength area over mine.
431.00s:  But I've spent time looking at it out of curiosity for this event.
436.00s:  So the initial filing passive investors, they have to not file initially within five business days of acquiring more than five percent beneficial ownership.
446.00s:  Qualified institutional investors, they can do it within 45 days at the end of the year once they cross the 5% threshold.
454.00s:  Amendments must be filed within 45 days after the calendar quarter in which a material change occurs.
464.00s:  So that's what that looks like.
472.00s:  Nerd stuff cool. Let's take a look at some nerd stuff.
478.00s:  There's two studies that I think are relevant to us.
483.00s:  And what I wanted to do is there's a lot of conversation about the off exchange volume about the dark pool volume about the impact that it has on price discovery.
494.00s:  So I started going down a little bit of a rabbit hole.
497.00s:  There's some general context. I am a trader.
500.00s:  So the routing of orders in general is not a massive focus for me because it eventually hits the market.
508.00s:  Now from the GME side of things, I fully understand if there's some sort of speculation on the impact, especially on lower float stocks.
521.00s:  So I wanted to go and understand that more.
524.00s:  So I found a few studies that talk a little bit more about routing order volume off exchange so that I could get smarter about it.
533.00s:  So I thought we could look through these together.
536.00s:  Alfonso says I think that 13G requires an amendment only if a beneficial understake falls below 5% or the change in ownership amounts to 1% more of the obscenities.
545.00s:  Yeah, I think I think that sounds right based on what I was looking at before.
551.00s:  So I think same plan or same same page.
556.00s:  So talking about this dark pool order routing for those that don't know the origin of dark pool order routing is really.
568.00s:  It's not all bad now there are bad components to it in that it does obscure price discovery it absolutely does and that's the part I don't like about it.
580.00s:  Now the reason why it exists is because honestly traders like me and even smarter traders traders that have high frequency systems.
591.00s:  Those kinds of entities will hunt for what looks like big building positions in front run it.
600.00s:  So here's what that generally looks like we can look at it on a chart probably not one that's just collapsing down just for general again general understanding.
612.00s:  When we see something like this again I'm not saying that this is all some sort of insider trading or institutional I'm just using it as an example but let's just say that this volume being built up is coming from institutions in this example.
632.00s:  That's happening and again traders like me that are looking for these kinds of things start to see this and we know at that point an institution is building a position there's a few things I know as a trader they can't get a fill all at once it's near impossible.
647.00s:  I also know that they typically are going to build out their fills over several days several periods of time.
654.00s:  So it gives me an opportunity to front run the move so if I see volume expanding like this and I see a massive by volume expansion like this I'll start building a position by buying shares buying options specifically calls.
669.00s:  And it allows me to participate however as I'm doing that that's also driving price up demand is still increasing both from the original entity that's trying to put on a really large trade and small fish like me that are front running it but then you also have really smart systems like high frequency trading systems that are literally hunting for changes in volume like this they're based on very quick reacting algorithms.
697.00s:  So what that eventually does is as soon as people like me and other entities see this kind of buying volume we make it more expensive for that entity to get a fill to actually establish their position and again that's the nature of markets do I feel bad about it fuck no they can go fuck themselves but I also understand the problem that it presents to them and why they would look for a solution because that is a problem if you're trying to put on a 40 billion dollar position for not even a hundred percent.
726.00s:  For not even it's not even have to be half of that be like 50 million dollars we don't have to talk about billions we could talk millions and if we're in the millions it still is going to meaningfully move the price observably enough that a bunch of other people want to profit off that same movement because of that known force.
747.00s:  So it creates an opportunity so dark pools.
753.00s:  Just says how do you sleep at night honestly before I had this bullshit with my sciatic nerve I slept just fine as a lately not super great but it's not to do it is obviously.
766.00s:  But so dark pools they originated so that big orders could get put through at a certain size in your transactions so that the orders weren't being front ran continually that's the good side of dark pools again one of the things I try to remind you guys is that you will very rarely find me on a polar position.
796.00s:  Because I've spent my entire life trying to be able to analyze things from a midpoint I still will lean towards a certain opinion but even something like dark pools which generally has a really negative undertone to it which I don't disagree with there are still net positives within it now in terms of whether it's an aggregate net positive I don't think so because again like whether or not a big institution can get a clean fill I really don't care.
824.00s:  I think they should be participating for price discovery just as I should however I also do understand and I can analyze it from their perspective because that would be really annoying after a while without a doubt it would be very very frustrating.
840.00s:  So that's kind of the good side now the bad side is because of the way that dark pool orders are routed it then does not help with current state price discovery.
854.00s:  Justin says I meant how do you sleep at night after doing the evil things like making money off of these situations oh yeah I know what you meant just a little I was just kind of playing along with you yeah.
865.00s:  So the papers that I want to look at with you all are these and I haven't read through these fully yet there was a bunch of them that I shared with Newton to include on his absolutely massive gm e.
882.00s:  Google sheet which if you guys are not familiar with it I think you need to grab this.
892.00s:  So this is a link to yeah so that's a link to the gm e to the gm e Google sheet that he maintains which is just it's one of the best repositories of information that I could conceivably come across.
908.00s:  So when I look at this there's a ton of great data one of the things that I wanted to dump in here is a bunch of stuff about this order routing so I thought we could start by looking through this.
924.00s:  Zach says he's got a bounce if you have time later in the stream would love to look at chuey 5000 block calls purchase prior to the RK's six 24 share purchase yeah we can take a look at that let's take a look at that real quick.
940.00s:  This will be the easier tool for us to do that with let's do chuey and then you said before the six 24 share purchase.
956.00s:  So then there's six 24 so then I think we did this before and then let's see this is calls inputs let's do just calls let's do just at the offer and then let's sort by size.
978.00s:  I literally don't see any 5000 blocks see zero of them maybe we'll go back further we'll do like may to 21 June yeah so Zach I see zero of those I see one 10,000 block which was massive.
1003.00s:  And that was at the 27 but still these were pretty far out of the money at the time so it was a relatively cheap trade so Zach whenever you're checking out the recording I literally don't see any of those.
1021.00s:  Because I think people asked me to look at this before there were blocks of 500 and this is actually one of the things I wanted to do with you all is go back at some of his older positions because the way that he builds his options positions is again like this is one of the reasons why this is so fascinating to me is that this is literally like it's like it's a big puzzle with a world that I'm infatuated by I love.
1051.00s:  Markets I love markets it's what I do so the fact that there's this big puzzle in here is just really really interesting to me Anthony says it's hardest they positive what a shitty day no you can't feel like that man.
1066.00s:  The way that I would look at stuff like today depending on what really comes down to like what the thesis is and what you're trying to do and I think one of the big things that I find people in the community do is I don't know why you'll do it to yourselves you guys like set yourselves up for this really really tough emotional roller coaster where we try to you know speculate on a specific date for a specific movement to happen like those kinds of things and it to me I
1096.00s:  would also become exhausted after a while trying to maintain that so when I look at something like GameStop today maybe we'll talk about this for a second then we'll get into the nerd stuff because I do want to address that this is not bad it's going down shit goes down sometimes but if you take a look literally at where it's at now literally from middle of April until today it is over double where it was.
1125.00s:  That's not bad again I know a lot of people are really really clinging on for this really big squeeze for Mo as which I'm still learning more about in context of what that actually means for people but I wouldn't get disenfranchised when you see something going down it's part of general natural price movement.
1144.00s:  And you can also see that there's tons of people that are still at the point of control here so that means that a lot of people like transacting even at higher prices so I wouldn't view this as terrible I wouldn't view this is great like obviously I don't want it to go down either I have a position on in here but it also doesn't mean anything to me necessarily because the stock is going to do whatever it's going to do so if I get
1173.00s:  too emotionally wrapped up in the movement of lines on a chart that puts me in just a compromised mental and emotional state that I'm literally handing control over my emotions to something I have no control over I cannot pick where GM Egos so I'm not going to base how I feel on something that I can't control when I think about something.
1201.00s:  Anthony says are you blind or something this is bad fool again context right when I look at something like this that on nine on 16 April was at 995 and then I look at it even after it's down for you know essentially two weeks straight even after it's down for two weeks straight it's still over $20 it's still double plus
1231.00s:  where it was a few months ago stocks can try to make this kind of move from 995 to 21 they do that in like five years it takes forever so yeah it absolutely again it's all context based Anthony says technicals are bad I don't disagree with you like right now it is absolutely pulling back there's no doubt stocks do that
1261.00s:  find me a stock that doesn't do that there this isn't this isn't a thing right so if I look at Tesla a company that is done insanely well and let's take a look at a different context it still hasn't gotten back up to where it was last September right like stocks go multiple directions this is completely completely normal
1290.00s:  so for something like game stop to be going through a pullback it's like of course this is normal what what stock doesn't do this so again to me you have a choice right you can view it as this terribly negative awful scenario and I mean you're welcome to do that to me the argument I kind of offer to you is that your emotional attachment to it literally does nothing for the stock it's not going to make the stock go up
1320.00s:  so the only thing you're doing is getting yourself wound up over something you have zero control over which to me is it just
1330.08s:  a grigious waste of time and energy
1335.20s:  the way that I would look at it if I was like really really really wanting you know game stop to go up I know a lot of people they have this is like a massive part of like the retirement plans and shit like that
1349.04s:  if that was my scenario I would literally just pick points at where I like it and then DC a dollar cost average that's if I really like it
1360.08s:  but if you feel weird about it just you don't have to do anything with your position you can always scale your position down there's a million ways that you can play something like this the other thing I would offer to you
1372.56s:  that I think you might want to hear although it's uncomfortable is that one of the best one of the one of the like the transformative things I've done as a trader
1384.24s:  I've been doing this since 2007 I haven't always been this composed I haven't always had this disposition towards markets because it takes time to develop the way you feel about things
1395.68s:  but when I look at something like this the way I would be thinking about it if I was like a true all in on game stop trader which again I'm I keep it a buck with you guys
1408.32s:  GameStop is part of my portfolio. I'm a trader but it's not it's not I don't have all my chips on GameStop
1414.64s:  but for the p I know people do and for the people that do I would think of it from the context of before you finish pushing all of your chips onto
1425.92s:  think through the life cycle of the product think how it can behave and think how you will feel how you will react and then create a plan
1436.96s:  that plan is literally what will sustain you during times when things are not going really well
1444.64s:  a similar example not exactly on same topic spx
1450.08s:  So for those that don't know I trade spx a lot with different kinds of structures in a big thing
1456.32s:  I do are zero dte options and there's a lot of other reasons why I use zero dte options most of you don't care
1466.00s:  and I'm not going to bore you with it just the context zero dte means options that expire the same day it means that there's a lot of them
1475.44s:  When you're trading that kind of strategy you can go through pro long periods where you lose money
1482.48s:  You can lose five days in row six days in row seven days in a row eight days in a row
1488.24s:  And during those periods you kind of start asking yourself you're like shit
1492.64s:  Did I get this right? Is there a problem here? Should I do something else? I don't like losing this much
1499.44s:  But
1500.64s:  What sustains me through those periods and something like this is I've done a
1506.08s:  On of research on what I'm doing
1509.68s:  And I know there's a process called path dependence
1514.40s:  What that means is every once in a while you're going to have an ugly or beneficial path
1520.16s:  Where things happen to work in your favor or work against your favor
1525.04s:  But if you are comfortable with the broader plan and you're like yeah, okay
1530.24s:  Losing eight days in a row is not my favorite wouldn't pick it
1533.84s:  But I know that this is all part of a bigger system that in the aggregate works out
1539.36s:  We will find a good path and take like this is a great example from the 12th of April
1545.84s:  To the 19th of April
1547.60s:  They're all consecutive down days like that's not a great path
1551.68s:  But then if you go over here to the first of July
1556.16s:  Up until the 10th of July even though this was a down day that's still a cure uptrend this was a down day on a gap up
1564.00s:  So that's a happy path
1566.00s:  There's going to be happy path there's going to be sad path
1569.12s:  But what I try to encourage people to think about is not attaching happier sad by just thinking about the path of returns as they are
1577.52s:  Things go up things go down
1579.92s:  If you think of it in this context it's been going down pretty solidly
1583.92s:  Since the 17th of July if you take a look at where it was at here on the second of May
1589.68s:  It essentially didn't get a down tick
1592.08s:  Until the 14th of May and these are massive up moves look at the difference in context
1597.92s:  so
1599.12s:  I would just encourage
1600.80s:  People that feel that way to reconfigure the the emotional relationship with the market
1606.08s:  Because
1608.08s:  Because what I can tell you is that if this kind of movement here makes you feel some type of way
1613.04s:  This is going to be a tough business whether you use GameStop or another product
1616.88s:  If something literally goes from 28 to 22 and that's causing like indigestion
1623.92s:  Then I mean one that tells me you probably need to size your position down
1628.96s:  That's one of the easiest ways to not care as much about stuff that's not going well
1633.04s:  But then you have to be prepared to kick yourself because you're going to be pissed off
1636.88s:  When the thing goes up to 45 in the course of three days and you have a small position on
1643.04s:  You can't you can't have it both ways
1645.68s:  And you have to decide what matters to you most are you trying to make sure that you can stay into this for the long run and minimize the downside the drawdowns
1653.60s:  That's okay. You can do that
1655.12s:  But then
1656.40s:  There's going to be an up move at some point and you're not probably going to have the position size
1661.28s:  You would want for that
1662.72s:  So as long as you can reconcile those two things and you're good
1667.12s:  All right little bit of a rant but I
1670.56s:  I
1670.88s:  One of the things I think a lot about with respect to trading is just how important the psychological component is to this
1678.16s:  We all have access to the same stuff
1680.40s:  So the reason why some people are successful and other people aren't it's not because they have access to better tools
1687.20s:  And it definitely is really nothing to do with once you have a base level of intelligence
1692.24s:  It's not because you're smarter. I'm not that smart
1695.12s:  So once you have a general understanding of things
1698.96s:  Then it really comes down to how well you can handle yourself as a trader which takes time to figure out
1706.80s:  so
1707.76s:  My hope is for people that are trading this kind of thing that they can develop a healthy relationship with it
1713.84s:  So that it doesn't cost stress so that you can kind of play the moves as they come as you feel comfortable and take advantage of the opportunities where they are
1721.92s:  That's what I think
1724.32s:  All right, so let me get caught up on some of the chat here
1729.36s:  Um, Viablo says patience people. Yeah, I think that that's right. I think that's that that's absolutely right
1737.76s:  Um
1739.12s:  Money things says gme is 99% of my portfolio the other one percent is split up between 30 other stocks
1745.52s:  That's hilarious
1746.96s:  Yeah, and I know a lot of people like to go really gme heavy and that's
1751.28s:  Absolutely cool like whatever makes sense for you as a trader is what matters again
1755.44s:  It's not what I would do. It's not what I'm doing. I wouldn't put that much money into something like gme
1761.04s:  But it's because I always classify myself as an overly conservative investor
1766.56s:  That's one of the reasons why I'm so infatuated with roaring kitty is because he has literally a different constitution
1776.08s:  Not even to be essentially in one individual product that is whatever I've been hyper concentrated too
1783.12s:  But the fact that this dude can look at a position
1786.80s:  That's up $175 million and just hold it
1794.32s:  I mean
1795.52s:  That is
1797.12s:  What they again, I've told you guys is before what it literally tells me is that this is not about money
1801.84s:  That's that's literally what that tells me
1804.64s:  He was at a point in this trade here that he essentially could have conducted a cashless exercise on this entire position
1812.48s:  If he wanted he had essentially enough money at this point to do that just about and
1820.16s:  The fact that he just held it and just let it go
1824.24s:  Like that tells me that there is a different motivation. There's a different focus a different incentive
1830.00s:  Which is absolutely fascinating to me because
1834.24s:  Most people if you think of it in terms of like game theory
1837.52s:  You can kind of war game what the motivations are and why we're doing things a certain way
1842.56s:  And then you see this and you're like yo
1845.60s:  This doesn't align with any of that
1848.88s:  This is a dude that is straight up up
1853.04s:  $250 million dollars
1856.64s:  And just hold in this shit
1860.48s:  Like
1861.52s:  Like it's nuts
1864.32s:  So one of the really cool things about that I think is it just offers another perspective that there's a lot of different things
1872.32s:  people
1873.36s:  Want and try to accomplish in markets
1876.80s:  And I mean this is just
1879.12s:  Absolutely incredible to see
1882.00s:  So
1882.88s:  When it come you know going all the way back to this idea of like setting up a portfolio you just have to figure out what's right for you
1888.24s:  And in roaring kiddie's video himself. He's like this is a true yellow and the dude has no problem doing that stuff
1894.08s:  Which is again very very cool. I think it's fascinating to learn about
1897.92s:  So the punchline on that is you got to set things up in a way that makes sense for you
1903.52s:  That's the
1904.72s:  That's really what it boils down to because for me I've made it clear a big part of my motivation for trading was
1912.56s:  I grew up with a single mom didn't have sheep she had like no money
1916.72s:  She worked two jobs the job that she spent most of her time working she was an occupational therapist for mentally disabled kids kids that literally are retarded
1925.84s:  and
1927.04s:  She doesn't have a retirement so I started trading because I knew
1933.20s:  She had no retirement that I was going to be the retirement
1936.48s:  So for me I can't there's no room for yellow
1940.00s:  Because the way that I trade is
1943.28s:  Originally was to build money one so that I could change my lot in life to be clear
1948.32s:  There's also a selfish portion to it as well. I didn't want to live like that
1953.12s:  But it's because I knew the only way she was going to retire is if
1957.92s:  Me or my brother were in a position to help her and my brother works really hard
1961.52s:  But he does things differently than I do so I kind of knew that I was going to be a big part of this
1966.08s:  So all of that goes back. I don't share any of that as like a sob story
1970.00s:  I'm very happy with my background
1972.00s:  But it's so that people understand my context
1974.48s:  That's why when you hear me say things like I don't really believe in yellows
1978.88s:  It's that's the subtext that's not to say I don't believe in yellows for anybody you got to do. It's right for you
1984.08s:  It's just slightly slightly different
1987.36s:  then
1989.44s:  Yeah, then I think
1992.32s:  Other people may or may not approach it from
1995.52s:  so
1997.68s:  Back over now to the nerd stuff
2001.76s:  Kind of a fun philosophical conversation. I enjoyed that
2007.44s:  All right, let's see
2008.96s:  So this paper is a little bit old and it's called the off exchange routing decision
2014.48s:  You guys can all download this for yourself off of SSR N
2018.40s:  I do this on purpose and the reason why I do this is so that you all
2024.40s:  Can
2025.36s:  gain access to the same information that I'm looking at you should always be able to repeat
2032.88s:  Data that you see if the data is not repeatable
2036.80s:  Then there's a problem. So this is looking at over the counter market specifically
2043.36s:  So there's it that's just an important context here
2047.68s:  So it says a rising fraction of us x2d trading volume is being executed away from the national stock exchanges
2053.76s:  And on the over the counter market. So it develops the theoretical model of the decision to route exchange volume off
2064.40s:  To an a ts platform
2067.12s:  and then it uses
2070.40s:  Finra data to compute weekly time series of market shares for non for
2076.32s:  OTC non a ts trading centers
2079.44s:  Looking at the individual stock level from 2016 April
2083.92s:  To 30 June 2018
2087.28s:  So let's take a look we don't have to read through all of the specifics in here unless you know you guys really want to
2093.44s:  I'm always down for that
2095.44s:  But it looks at essentially what is this like over 2000
2099.68s:  2000 stocks it looks at a really really broad basket of things
2104.32s:  So here we see the average trade of off exchange executions and our sample
2110.72s:  Shows that only 0.1% of a ts transactions are 10,000 shares or more the traditional block size
2117.60s:  A block trade size
2119.68s:  Notes that only 2.53 of the trades through tc non
2124.40s:  A ts dealers are block size both off exchange markets have small trade sizes even though the majority of trading is institutional
2131.44s:  This I think is really interesting
2134.16s:  Because
2135.68s:  The reason why I find this to be interesting is that it starts to kind of counter some of that broader narrative
2141.04s:  Around why we route off exchange
2145.12s:  So let's kind of skip through some of this stuff
2147.84s:  I want to we'll start actually with the results and then we'll kind of work back up into any questions that we have
2153.36s:  And really what I'm doing is I'm setting the table to work through this with you all
2157.52s:  You guys aren't familiar with this website. I'm not affiliated with them at all
2161.76s:  But they have a really cool simplified tool to track off exchange volume
2166.96s:  For different tickers and I wanted to work through this with you guys for a few reasons
2171.92s:  And the reason being is because the routing of orders off exchange isn't
2178.00s:  Probably as crazy as you guys might think it is
2182.00s:  But there are some really important commonalities that I think we need to be able to talk about
2188.08s:  Because for example
2190.40s:  When we look at this kind of movement here
2194.08s:  Right
2195.12s:  This is a massive this is when we saw that squeeze
2199.52s:  In 14 May and during that squeeze take a look at off exchange volume
2204.00s:  Applements right so we know that this happens this is well
2207.60s:  I think you guys know this right. I don't think that this is groundbreaking news for anybody
2212.24s:  When we start to see certain behaviors in the underlying price we know
2217.44s:  Historically that it moves the market makers and other entities to off exchange solutions
2225.60s:  Cedric says dark pools are normal
2227.28s:  But so is naked short selling besides when it was invented
2230.40s:  Yeah, well the interesting thing about naked short selling again
2233.44s:  It's similar to dark pools in that I don't believe naked short selling is all bad in theory
2239.84s:  But I don't agree with it personally the reason being is because naked short selling if done
2245.84s:  What I would consider to be justly
2248.96s:  Would just increase market efficiency the problem is as with anything related to capital or money
2256.88s:  People are going to look for ways to game the system
2259.04s:  And that's exactly what I think has happened with naked shorting
2262.64s:  I think it's an abomination at this point
2264.56s:  And I think it's completely fucked up with the way that they've allowed that to run out of control
2270.40s:  And I think that it's actually
2273.12s:  My guess is it's not going to stay like that
2275.68s:  And that's one of the reasons why I'm so happy with this Andrew left case
2279.84s:  I got like a hair on my nose with this Andrew left case is because it starts to challenge this a little bit
2287.60s:  And let me grab I actually haven't seen any of the latest here. I don't know if you guys have
2297.12s:  I'm just looking it up really quick
2300.80s:  The latest I see is two days ago's uh here we go
2306.48s:  There's one from stat
2309.92s:  So we could take a look through this together
2316.00s:  And then take a look at this together
2322.96s:  Let me grab the end of this though. I just want to see what this was what this summarizes
2331.28s:  Hmm
2333.44s:  Conclusion here we go our model emphasizes that a stock traders routing choice balances possible price improvement
2342.24s:  Let me just zoom this in more
2346.24s:  Oh, I'll get myself out of the way for a second so that you guys can see
2351.20s:  All right, so this says our model emphasizes that a stock trader routing balances
2356.08s:  um possible price improvement against lower
2360.40s:  probability of execution in the off exchange market
2364.40s:  wider spreads entice off exchange routing which makes a ton of sense
2369.28s:  To trade within the spread a decrease in volatility lowers the range of spreads above and below to a break even level
2376.96s:  When they're above average leads traders to prefer off exchange executions
2381.44s:  So one of the things I think that's this is highlighting for you
2385.76s:  Is that with something that's really volatile like game stop
2389.12s:  There's kind of an incentive to route off exchange because of the volatility
2394.72s:  And what that can do to price
2397.04s:  And I think that that's also something that we've talked about before
2400.72s:  I think that we had a general conversation not all that long ago about the impact that
2409.44s:  um
2410.56s:  volatility has on
2412.88s:  The liquidity of things
2414.56s:  So this doesn't this just doesn't surprise me
2419.44s:  and it says by
2422.40s:  leveraging finras transparency data
2426.56s:  They construct a comprehensive sample
2432.32s:  We find clear support for our model finras data allows platform that are
2437.20s:  Theoretical model suggests that heterogeneity among the platforms is primary around the the probability of finding liquidity
2442.88s:  Yeah, so what this is essentially summarizing
2446.48s:  Which to me is nothing
2450.48s:  It's nothing crazy, but it's essentially summarizing that the
2455.68s:  The decision
2457.36s:  Generally lies in the pursuit of liquidity which again, I don't necessarily think that that surprises anybody
2464.08s:  I mean it definitely doesn't surprise me. That's just a logical a logical decision based on the prospects of liquidity
2470.88s:  So I would fully understand that choice personally
2475.92s:  So
2480.72s:  Lucidio says it seems like a self fulfilling prophecy the more you move to
2484.32s:  ATS in a way from the exchanges the harder it is to get liquidity and the let exchange reinforce in the move
2489.68s:  Yeah, you're absolutely correct. That is 100% correct
2492.80s:  and
2494.16s:  The the way that they're playing this kind of problem is they're just leaning on the near term benefit
2501.60s:  To the individual not the longer term implication which is fairly common
2508.96s:  Right, I think that I think that that's probably not a giant surprise again to you guys
2518.16s:  Oh boy
2519.52s:  Everyone's in a while I just get like one of them
2521.76s:  Sharp shots of pain like that
2524.16s:  It's kind of a it's like a shitty game, but I'll tell you what it definitely keeps you on the ball because there is no fully relaxing
2531.60s:  Um, so yeah, I thought that this was interesting. I wanted to look through it in general with you all
2537.36s:  I think that you guys can poke through this
2540.40s:  Pretty much as much as you want. There was a couple other takeaways
2544.40s:  that I wanted to
2546.40s:  Talk about which is
2548.88s:  exactly
2550.64s:  Literally exactly what
2553.84s:  Lucidio
2555.36s:  Is talking about is that this creates a vicious cycle
2560.80s:  where as more
2563.28s:  volume is preferentially routed
2566.88s:  through
2568.40s:  ATS
2569.84s:  It inherently decreases the depth on lit exchanges
2574.80s:  And then it increases the probability of more routing off exchange
2580.32s:  roaring titty who is being awesome
2583.36s:  Says chiropractor. I actually don't really like chiropractors
2586.40s:  I was at the physical therapist today. That's actually the photo that I shot you guys
2590.40s:  In the discord I was sitting there after getting like traction done and whatnot
2595.12s:  So yeah, you you boys active with trying to fix this whole thing, but I appreciate it. Thank you very much
2600.24s:  Roryne titty you the homie
2602.96s:  The the labo says which screws normal investors sort of again
2606.64s:  I think that's kind of dramatic to be completely honest the the reason why I think it's slightly dramatic is because it
2614.24s:  These kinds of decisions really impact people who are trading at larger
2619.92s:  sizes
2621.12s:  So if you're trading at a smaller size, we still want is liquid of a product is humanly possible
2627.04s:  We want active price discovery of course we want these things
2630.16s:  But when we're submitting a trade for 5,000 shares of GameStop
2635.28s:  It's just not it's just not that liquid for us and you can essentially get a fill
2642.16s:  I mean, I've done it right like you can get a fill on that order pretty easily
2646.40s:  Over the course of just maybe one or two adjustments
2649.20s:  So this becomes way more
2651.84s:  Hurtening to entities that are trying to fill slightly larger trades is all
2657.52s:  Again, I don't disagree with the point that I would prefer it being on exchange personally as well
2662.56s:  But again, I keep going back to this for you guys
2666.16s:  I I really try to look at both sides of things. I want to understand the good the bad the pros the cons
2674.16s:  That kind of stuff and that there are some
2677.60s:  pros some cons
2678.72s:  But in this case the impact to retail traders it's not excessively massive
2685.84s:  In terms of liquidity. I don't want to be miss misunderstood there
2690.96s:  I find that especially a lot of people that are
2694.48s:  Following along with the channel may be relatively new. They'll grab little things that I say and
2700.64s:  Yeah
2701.60s:  They'll think that I'm they'll kind of twist it. I've got hit with a few of those so far
2706.88s:  but um, I think
2710.96s:  Yeah, I think that there there's essentially with respect to liquidity
2715.68s:  It's not hyper detrimental to smaller retail traders like us
2719.92s:  So if it's for price discovery, I think that's a pretty clear loss for everybody
2726.72s:  I think it decreases price discovery that kind of behavior
2731.76s:  All right, let's take a look at this bad boy
2736.24s:  Um, this article analyzes the reach of the duty of best execution
2741.44s:  The off exchange market makers and its implications in the evolving equity market structure
