0.00s:  you
1081.00s:  I'm going to start with the first one.
1083.00s:  I'm going to start with the first one.
1085.00s:  I'm going to start with the first one.
1087.00s:  I'm going to start with the first one.
1089.00s:  I'm going to start with the first one.
1091.00s:  I'm going to start with the first one.
1093.00s:  I'm going to start with the first one.
1095.00s:  I'm going to start with the first one.
1097.00s:  I'm going to start with the first one.
1099.00s:  Or not.
1101.00s:  Why did this completely freeze?
1103.00s:  There it goes.
1129.00s:  Thank you.
1159.00s:  This is a defer Francis, read us.
1161.00s:  Finally, I'm going to start with the first speaker.
1163.00s:  To Amazon speakers.
1165.00s:  Continue.
1167.00s:  We have nothing if you're介n wires.
1169.00s:  Keeps freezing.
1171.00s:  I don't know why.
1173.00s:  Safe酸 Pred現在不是很难做到的地方.
1175.00s:  A couple of hours
1188.56s:  you
1218.56s:  oh
1236.56s:  Now my mouse is gone.
1238.56s:  All right, this thing is struggling hard.
1266.56s:  So the main thing I thought that was really interesting about this was a lot of the impression
1291.28s:  that it was almost like he's viewing the tariffs as kind of like a punitive function.
1298.28s:  And then it rotates into trying to complete the domestication of work.
1308.28s:  I don't know, I just thought it was really interesting.
1310.28s:  And the reason why I mentioned that point is because obviously the market also thought that this is a little strange,
1316.28s:  because it seemed like with the tariffs being delayed a month, it seemed like there was going to be a path where the tariffs might be avoided.
1325.28s:  But then now it seems like that's not so much the case.
1328.28s:  So very, very interesting behavior across the board.
1332.28s:  But I mean, it is what it is.
1334.28s:  Now the interesting part about tariffs is that they do open the door to opportunities and trade opportunities continue to be all over the place from trying to trade.
1345.28s:  Index movements to finding individual names that are exhibiting strength, which there are still a lot to trading earnings.
1354.28s:  There's really so much to be done right now of note.
1358.28s:  However, if we take a look at Nvidia, that's pretty ugly.
1364.28s:  Like this does not necessarily look really solid for Nvidia.
1371.28s:  And this is now starting to challenge even these lows.
1377.28s:  So if this continues to post lows in this way, that's fairly catastrophic for what Nvidia has been able to accomplish over the last several months.
1390.28s:  But if you take a look, we've essentially undone six months.
1395.28s:  Right, like this is where we opened six months ago and we just closed below it.
1400.28s:  So Nvidia is very, very much trending sideways here on a longer term timeframe.
1406.28s:  We can still obviously see tons of upside and lots of growth.
1411.28s:  But even if we go back almost a year ago, we've given up most of what we've created essentially since the end of April.
1422.28s:  So the, yeah, the general movement that we're seeing in tech is going to continue to drive the short term sentiment.
1432.28s:  Now the other cool part about this though is that I still overwhelmingly think the market is very well positioned, especially with AI.
1442.28s:  So that's why even when the market does start to look as ugly as it does right now, I just see such a massive catalyst sitting in front of us through something like AI that I think this all of this will effectively be not like a minor.
1461.28s:  Blip in the radar that's kind of selling it short to be honest, but this doesn't make me nervous as okay, we might be entering like a significant bear market or something like that, although we are getting very, very close and hovering right around a correction.
1476.28s:  So that's probably not that far off the table and a lot of that will come through simply because of the the tear of stuff.
1485.28s:  I don't necessarily think it's a change in underlying business conditions outside of that. So there's a lot of those external factors right now.
1492.28s:  So very interesting market behavior. Now I want to run a couple scans really fast and then if you guys have anything you want to look at now is a perfect time to start throwing it in because I got like another 10 minutes or so.
1505.28s:  And then I got a bounce. So let's take a look at a few scans together because there are still things showing fairly persistent strength that are worth at least talking about.
1523.28s:  Let's do the gap up on the day and then I need to change this.
1528.28s:  Yo, what in the world?
1531.28s:  I've really got to figure out why something has changed with OBS that it's like completely locking up my browser for some reason and he just normally does not do that.
1543.28s:  But OBS was just updated every once in a while it does that it gets real weird for a while.
1548.28s:  All right, let's get total. I want at least five hundred.
1554.28s:  Last price at least two dollars.
1558.28s:  Realize you're just duplicated open interest because I'm a silly goose.
1564.28s:  All right, let's see.
1566.28s:  So these are things that are gapping up on the day.
1569.28s:  And you can see that there are some we looked at this one a few times now I've already flagged this one to you guys.
1577.28s:  This.
1580.28s:  This has been flying off the damn shelf.
1585.28s:  Even today it had a it's still had a big nasty red day but it's still gapped up.
1593.28s:  So there there's still a lot of strength.
1599.28s:  It's just pocketed. It's not as widespread as I think people might be used to seeing.
1606.28s:  The fact that there are still pockets of strength that still shows us that this is not like a a total market roll over.
1613.28s:  This is obviously a broad market pullback.
1617.28s:  But how far it shapes and materializes I think we'll have a lot to do with a couple things one of them.
1625.28s:  Absolutely will be the war in Ukraine and Russia.
1630.28s:  How that comes to pass and how impactful that that can be.
1634.28s:  And that is actually something to be really thoughtful about by the way.
1640.28s:  Because that that meeting between Zalinsky and Trump was very interesting.
1647.28s:  That's not it's really not the way I expected that to go.
1650.28s:  I don't think it's the way most people expected it to go.
1653.28s:  But it didn't surprise me that it didn't go that well.
1659.28s:  And for those that don't know the president Zalinsky.
1664.28s:  He did a podcast with Lex Friedman.
1668.28s:  That was pretty good. Lex Friedman.
1670.28s:  I have a lot of respect for him.
1672.28s:  His podcast can be a little difficult to listen to.
1674.28s:  Maybe it's just because I'm not smart enough or I just think he's like very monotone.
1681.28s:  So anyways, my personal opinion is that nobody asked for a side.
1686.28s:  The reason why I offer that personal opinion here, by the way, is because if you feel that same way, it's still worth listening to.
1693.28s:  And anyways, one of the things that came out of that podcast listening with Zalinsky and Lex Friedman.
1700.28s:  Was that there is a lot of pent up aggression and issue.
1706.28s:  Rightfully so with Ukraine and Russia.
1709.28s:  The problem with that though is that if the way to close this war out is through an agreement, it's very difficult to do that.
1722.28s:  If one side is really disenfranchised with the other side, that becomes very, very difficult to manage.
1732.28s:  And that's actually one of the things that Lex Friedman pointed out while on the podcast with Zalinsky.
1738.28s:  And I can totally respect and understand Zalinsky's perspective, but he's in a very precarious spot because Ukraine without external support is in a real, real precarious place.
1750.28s:  So the reason why I'm getting into all that one, obviously it's a personal interest of mine, just global security and stuff from a military mindset.
1758.28s:  But beyond that, if that war starts to meaningfully escalate, which is not off the table, I still generally view that is less likely than more likely, but it's not off the table.
1771.28s:  If that does escalate, that's the kind of condition that can send the market really down side.
1777.28s:  And that's something I'm paying very close attention to because that is the exact kind of condition where my entire investment strategy would literally flip overnight.
1787.28s:  If that happens, so I'm waiting to see the way it goes again, the way to think about markets as a trader is that we never know what's going to happen, but we have to have an idea of what we would do in different scenarios based on the broader context of what the world is doing.
1802.28s:  And so that we're not caught off guard because I can tell you exactly what would happen to the majority of retail traders who are kind of passively involved.
1812.28s:  If that war escalated, they do not have a playbook ready on what they would do.
1817.28s:  And it would take them a couple days to get their feet under them to figure out what to do with the portfolio as it sits to try to find new opportunities. And by that point, you are late to the dance.
1826.28s:  So anyways, all of that is an encouragement for you to prepare yourself.
1834.28s:  Again, we're not I'm not preparing myself for something that I view as super high probability, but it is something I view as higher severity, which means it's something that deserves my respect.
1844.28s:  Now that stuff aside, that's one thing that can really change this broader market picture.
1851.28s:  The other thing, the good part with the tariffs is that I think a lot of what we're seeing in the short term is absolutely absolutely sentiment driven, meaning most, most large banks have already priced in most of this, meaning the tariffs because these aren't things that popped up overnight.
1875.28s:  These are things that have been on the docket for the last month. And then if you paid attention during Trump's cabinet meeting, he talked a little bit about these and there was no talk about belaying them again, kicking them down the line.
1888.28s:  So I think most institutions had a sense of what's going on. And guess what? As per usual, the fucking options market tells you what's going on.
1901.28s:  And I didn't post about this because I was playing it myself. And we have seen rapid build out in vix options over the last four days.
1915.28s:  And there's a couple really large trades that have come in and I'll show you.
1923.28s:  As per usual, the market knows what's up.
1931.28s:  So if we take a look at vix and if we take a look at the, let's just clear out, let's take a look at very, very clear pricing.
1944.28s:  And let's take a look first at the last seven days.
1951.28s:  Take a look at the total premium that you're seeing across these long calls. And most importantly, pay attention to where, what contract, where they are.
1967.28s:  And then if you take a look for a prior reference range, if my computer would not freeze, we go to another reference range just for an example.
1981.28s:  We'll go not to November. We'll just go like somewhere in here.
1988.28s:  Notice the difference.
1991.28s:  So what I'm showing you is that if you develop a relationship with things, especially things like vix, it is wildly telling, wildly telling.
2006.28s:  And you can see the build out occur near real time.
2011.28s:  You take a look at the total amount of premiums that have been purchased for relatively short dated calls.
2019.28s:  You have the majority of these are 43 days, a couple of 14s, but the overwhelming majority of these million dollar plus trades are 43 days out.
2030.28s:  That does not happen normally.
2032.28s:  And again, I just gave you a prior reference range just to give you something to compare it against. And again, it was a random range.
2039.28s:  This range I'm cherry picking because I can clearly tell some shit's going on.
2044.28s:  And this build out started again, like four or five days ago, you see it start on the 25th, 27th.
2051.28s:  And you can see it repeatedly getting hit.
2054.28s:  So the markets provides for usual.
2060.28s:  So the trade here is really interesting because vix obviously looks strong.
2066.28s:  But if you take a look at UVXY, this is where my trade was.
2071.28s:  And it is for the leverage, the leverage we come in here for leverage.
2078.28s:  It's always likely to fall apart.
2081.28s:  And the cool part about trading a leveraged position is there's a higher probability of losing your trade.
2090.28s:  But you can lose less money because you want to put on as big of a position to get the same exposure.
2096.28s:  That's why I like something like UVXY for this exact kind of idea, which is a very short term idea.
2103.28s:  And then the fun part about trading volatility is guess what?
2107.28s:  I'm going to play it to the downside as well, typically not as profitable to be completely honest with you.
2113.28s:  Playing vix spikes to the upside is always dangerous because if it takes too long, the market essentially will penalize you through theta decay.
2123.28s:  But trying to play the reversion is more challenging because everybody in their mother know it's we know it's going to revert.
2130.28s:  Whereas when the spike is going to happen, we don't know what it's going to happen.
2135.28s:  So it's a little more easy if you get your move to make money to the upside to the downside.
2142.28s:  It's a higher probability of making the money, but you typically make less money.
2146.28s:  So that's the road map pretty easy stuff cars.
2152.28s:  I'm concerned.
2153.28s:  Now let's go back to the scan really quick.
2155.28s:  And I realize it's already 530.
2157.28s:  So I got to hop off in a minute.
2158.28s:  But let me see what you guys have.
2159.28s:  If there's anything that we want to hit.
2162.28s:  Zach says today was rough did not see the sell off coming so much for me thinking we had bottom too much thinking with my heart probably.
2169.28s:  Yeah, well, and I mean the other thing is like we you just never know right like going into the market with an expectation of oh like did we bottom here it's okay, but.
2181.28s:  So like what does that do for us it's the role of a trader is always Bayesian analysis.
2189.28s:  That means we come up with the best possible mental model that we can until new information emerges and then we update the mental model.
2198.28s:  So to your point, I think just about all of us thought a similar thing to be completely honest right like if we take a look at what the market did on Friday.
2209.28s:  If you look across everything here on Friday just about everything benefited.
2214.28s:  So that is the start of something now I think it's way too premature to think whether or not we bottomed or not there to be honest.
2223.28s:  Just because it's one day you really can't come up with a conclusion in one day, but with the start that we had to the market today it looked probably.
2233.28s:  But then the tariffs came.
2235.28s:  So when we have new information injects like that it's always going to be real challenging.
2243.28s:  And that's why it's so important to remain as flexible as humanly possible as a trader it's literally our job.
2250.28s:  We have to be able to pivot rapidly because the markets move around a lot.
2254.28s:  So yeah, I think to your broader point though, avoid at all costs making trading decisions with emotions or you know obviously your term there was the heart.
2265.28s:  We want to avoid that we want to use solid analysis that's based based on data.
2273.28s:  And you can get a lot of really great data points from the market. I mean take a look at this healthcare had a great day today.
2282.28s:  Utilities great day today real estate taking up today staples taking up today so again like the market as an entire entity is not dying off right now.
2294.28s:  But tech is and as we know tech even with the S&P 500 over 30% of the S&P 500 huge so the S&P 500 is going to move by the way of tech.
2306.28s:  Show.
2309.28s:  Let's see Zach says what would your strategy be if that happens put options I think you're referring to when I was talking about if the war kicks up.
2318.28s:  It depends entirely on the context but essentially what would end up happening in broad muscle movements would be coverage strangles would get paired down to minimal viable products.
2331.28s:  So what that means is for the coverage triangle I very rarely come flat to cash. But I get very close to cash now in something like T triple Q's I do go flat cash because it's three times levered and it's more of a speculative hybrid coverage triangle I still consider it core.
2348.28s:  It's all bucket it together but it's it is speculative in nature because it's three times leverage.
2353.28s:  So that's one of the first playbook items the other thing is.
2357.28s:  Things that benefit from war obviously start to get put on with leverage so for example the balance your position I have on I would expect that to do well I would expect the other defense contractors to do really well I would also expect fixed income to do better that instruments I would expect to see.
2378.28s:  Pay your relationships get distorted that I would then play the normalization of those and then for broad directional movements it's straight to futures yeah anything like that straight to futures.
2397.28s:  I'm a birder says can you look at a VGO it is earnings this week and it looks like it'll do well but I think the movement will be drowned out by the broader market movements we're seeing like in video well in videos earnings is a little bit of a different story to be honest if you're paralleling it to that.
2415.28s:  Because a trail down into their earnings I think does them a favor it makes it easier to see some sort of up move well let's take a look this six let's get rid of this.
2438.28s:  So the option chain looks generally built to the call side let's see.
2443.28s:  Yeah 58 against 42 so not massive.
2455.28s:  I mean it's for me to it's hard to say I think it's real hard to say I don't see a clear positioning with respect to the options chain though we can look across and see if anybody has been building into anything in there.
2469.28s:  And then what direction they might be building into.
2481.28s:  Just making sure the filters are correct.
2484.28s:  Let's see.
2485.28s:  You can put 280 put I mean it looks like a lot of put activity to be on.
2497.28s:  Yeah it looks like a lot of put activity but this is really normal the reason why you'll see this is because.
2513.28s:  People will hedge bigger stocks like this into the earnings release.
2520.28s:  Let's take a look let's take a look over the last three days yeah I mean it's mostly put premium that's coming in super heavy last seven days.
2531.28s:  Yeah I mean it's mostly put premium that I see.
2544.28s:  And this frozen.
2547.28s:  Yeah and then yeah you can see the volume stacking over the last.
2559.28s:  I don't need 15 minutes so excessive honestly if I could just look at this in terms of a day that would be fine.
2564.28s:  Yeah I mean I don't personally have some sort of baked opinion on how it'll do during earnings I don't see anything super conclusive though just eyeball and things.
2583.28s:  Had a really good last earnings.
2585.28s:  For earnings good earnings poor earnings poor earnings poor earnings poor earnings good earnings.
2597.28s:  Kind of like a mixed bag.
2602.28s:  But it does look like its recent earnings trend looks a little bit stronger so yeah I don't I don't really think.
2608.28s:  I don't really think anything strong directional wise for me at least just because of the options position doesn't mean that I can't move really strong it looks like it's well positioned and I would favor it more strongly just because of this last earnings release.
2629.28s:  But beyond that it would just be like that that's just a straight guess.
2636.28s:  And then if we look year over year.
2640.28s:  Like it had a really big beat here.
2644.28s:  But then it still slid off.
2648.28s:  Actually is a really interesting earnings history very strange.
2653.28s:  Yeah kind of like mixed bag for me.
2661.28s:  Anything else that we should look at.
2666.28s:  You guys good otherwise I mostly just want to make sure everybody's not getting like crushed out there getting super disenfranchised and things like that I think there's a lot to do.
2676.28s:  I think you can be pretty active right now I think general general thoughts though.
2683.28s:  Would be to pay pretty close attention to total risk that's out.
2690.28s:  And the market with the start of the year that it's having.
2696.28s:  I don't think there's anything wrong with being slightly underutilized right now in kind of playing things more so by ear.
2705.28s:  I actually think that that's probably a smarter play because if the market is going to have some sort of blow out smash move to the upside.
2713.28s:  With the down move that we've seen so far like you'll literally see it you'll see it happening.
2720.28s:  You'll see the total tone and tenor change.
2723.28s:  And you will see people's general perception about the external environment changing just in terms of tonality.
2731.28s:  And you'll obviously see it through price and volume.
2735.28s:  So that's one of the reasons why I mean even in the coverage strangles that I have on right now they're super light.
2741.28s:  I mean they're all 20% equity or less which is about as late as you can go I think most of them are 50% utilize or less.
2750.28s:  Let me see.
2753.28s:  The teacher accused coverage strangle is 63% ssso's 59% I bits 52 so.
2761.28s:  I mean most of that is in short puts 22% for ssso of that 59 is shares 17% of teacher book uses shares the rest isn't cash secured puts actually offered more puts today and it's to take advantage of the down move and I will almost assuredly have to roll these but that's okay.
2785.28s:  The volatility is there so just keep that in mind is your monitoring the market getting into like really big positions right now.
2797.28s:  If you have a really long term horizon it can look very good i'll go back and say again for the record like for Nvidia I love Nvidia all in here but that's for a much longer term idea.
2810.28s:  I think if you're trying to trading shorter term it doesn't it literally is crazy as it is to say it doesn't make sense right now but if you're trying to build a longer term coverage strangle long equity position I mean you're probably not going to get a ton of good looks at Nvidia like this over the next five years it's just going to be growing way too fast based on the involvement in AI and whatnot now that is another key theme to.
2840.28s:  Keep in mind though the AI the AI theme is really really dangerous because if things work well then AI has an unbelievable amount of potential if there starts to if we if we start to see impediments and stuff like that you just cannot absolutely cannot.
2868.28s:  rationalize the long term exposure in it and it's just because that's such a key market factor right now and if that starts to fall off then the broad market really starts to look way more tenuous to me so it's very very much predicated on that so.
2888.28s:  I'm going to some closing thoughts for you guys as always if you need anything hit me up in the discord being outlier see all that.
2897.28s:  you
